board,item_type,item,status,evidence
bspd,component,C0603,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C1,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C10,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C11,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C12,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C1206,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C13,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C2,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C3,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C4,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C5,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C6,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C7,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C8,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,C9,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,D1,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,D2,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,L1,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,L10,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,L6,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,LED0603,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,LED1,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,Q1,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,Q2,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,Q3,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R0603,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R1,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R10,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R11,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R12,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R13,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R14,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R15,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R16,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R17,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R18,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R19,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R20,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R21,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R22,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R25,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R26,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R27,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R28,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R6,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R7,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R8,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,R9,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,RLY1,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,U1,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,U2,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,U3,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,U4,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,U5,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,U7,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,U8,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,component,U9,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir
bspd,net,$1N1617,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N1644,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N2830,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N2952,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N3199,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N3222,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6050,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6054,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6066,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6081,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6083,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6089,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6114,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6121,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6129,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6147,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6160,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6164,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,$1N6180,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,+24VIN,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,+5V,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,CURRENT ,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,GND ,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,OIL1 ,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,OIL2 ,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,OIL3 ,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,OIL4 ,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,OUT ,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,SC_IN,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
bspd,net,SC_OUT,covered,bspd_rule_timing.cir;bspd_scs_matrix.cir;bspd_q2_orientation.cir;lm2596_complete_power_stage.cir;all_scs_long_line_matrix.cir
ebs,component,C0603,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C0805,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C1,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C10,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C11,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C12,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C13,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C2,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C3,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C4,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C5,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C6,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C7,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C8,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,C9,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,D1,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,D2,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,D3,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,D4,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,D5,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,D6,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,L1,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,L10,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,L6,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,LED0603,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,LED1,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,Q1,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,R0402,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,R0603,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,R0805,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,R1,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,R10,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,R11,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,R12,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,R2,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,R3,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
ebs,component,R4,covered,ebs_rule_timing.cir;ebs_watchdog_fault_matrix.cir;lm2596_complete_power_stage.cir
